-1.00000000e+00	-1.00000000e+00	1.63026884e+00
-1.00000000e+00	-9.31034483e-01	7.66493923e-01
-1.00000000e+00	-8.62068966e-01	-3.72767215e-01
-1.00000000e+00	-7.93103448e-01	-7.93525566e-01
-1.00000000e+00	-7.24137931e-01	-9.08027863e-01
-1.00000000e+00	-6.55172414e-01	-1.30449226e-01
-1.00000000e+00	-5.86206897e-01	6.93936490e-01
-1.00000000e+00	-5.17241379e-01	2.51569970e-01
-1.00000000e+00	-4.48275862e-01	6.05466309e-01
-1.00000000e+00	-3.79310345e-01	-1.94834939e-01
-1.00000000e+00	-3.10344828e-01	-7.90035045e-01
-1.00000000e+00	-2.41379310e-01	7.66821093e-01
-1.00000000e+00	-1.72413793e-01	8.92399835e-01
-1.00000000e+00	-1.03448276e-01	3.75807142e-01
-1.00000000e+00	-3.44827586e-02	7.94953429e-01
-1.00000000e+00	3.44827586e-02	7.79466465e-01
-1.00000000e+00	1.03448276e-01	5.21389381e-01
-1.00000000e+00	1.72413793e-01	2.89614337e-01
-1.00000000e+00	2.41379310e-01	2.86595544e-01
-1.00000000e+00	3.10344828e-01	8.50171662e-01
-1.00000000e+00	3.79310345e-01	8.26895158e-01
-1.00000000e+00	4.48275862e-01	2.01321600e-01
-1.00000000e+00	5.17241379e-01	5.22693523e-01
-1.00000000e+00	5.86206897e-01	3.30697673e-01
-1.00000000e+00	6.55172414e-01	-4.15495371e-02
-1.00000000e+00	7.24137931e-01	5.69886350e-01
-1.00000000e+00	7.93103448e-01	4.22205432e-01
-1.00000000e+00	8.62068966e-01	1.86232694e-01
-1.00000000e+00	9.31034483e-01	4.62884273e-01
-1.00000000e+00	1.00000000e+00	3.98023096e-01
-9.31034483e-01	-1.00000000e+00	1.15608254e+00
-9.31034483e-01	-9.31034483e-01	4.29557499e-01
-9.31034483e-01	-8.62068966e-01	-1.24118779e+00
-9.31034483e-01	-7.93103448e-01	-1.56934223e+00
-9.31034483e-01	-7.24137931e-01	-1.19909276e+00
-9.31034483e-01	-6.55172414e-01	-4.72199421e-01
-9.31034483e-01	-5.86206897e-01	4.67839384e-01
-9.31034483e-01	-5.17241379e-01	6.15534425e-01
-9.31034483e-01	-4.48275862e-01	3.70369657e-01
-9.31034483e-01	-3.79310345e-01	-1.62666726e-01
-9.31034483e-01	-3.10344828e-01	-1.07808314e+00
-9.31034483e-01	-2.41379310e-01	-5.96454028e-01
-9.31034483e-01	-1.72413793e-01	-3.85732575e-01
-9.31034483e-01	-1.03448276e-01	6.00829695e-02
-9.31034483e-01	-3.44827586e-02	6.03141649e-01
-9.31034483e-01	3.44827586e-02	5.07517124e-01
-9.31034483e-01	1.03448276e-01	-3.35371135e-01
-9.31034483e-01	1.72413793e-01	-6.16002743e-01
-9.31034483e-01	2.41379310e-01	-2.88515406e-01
-9.31034483e-01	3.10344828e-01	1.65275696e-01
-9.31034483e-01	3.79310345e-01	6.50842594e-01
-9.31034483e-01	4.48275862e-01	4.55365058e-02
-9.31034483e-01	5.17241379e-01	8.99354845e-03
-9.31034483e-01	5.86206897e-01	6.04801981e-02
-9.31034483e-01	6.55172414e-01	-4.52524383e-02
-9.31034483e-01	7.24137931e-01	2.62847438e-01
-9.31034483e-01	7.93103448e-01	2.91336753e-01
-9.31034483e-01	8.62068966e-01	2.14735145e-01
-9.31034483e-01	9.31034483e-01	4.89640002e-01
-9.31034483e-01	1.00000000e+00	-4.81274660e-02
-8.62068966e-01	-1.00000000e+00	6.25335740e-01
-8.62068966e-01	-9.31034483e-01	2.92308112e-01
